date,code,main_amount,main_percent
2024-12-25,sz301361,3770003.0,3.41
2024-12-25,sz002493,3731904.0,4.37
2024-12-25,sz300979,3722137.0,5.85
2024-12-25,sz002793,3712490.0,6.6
2024-12-25,sz301580,3712222.0,3.36
2024-12-25,sz001211,3703803.0,4.43
2024-12-25,sh600258,3686537.0,1.94
2024-12-25,sh600926,3637415.0,0.66
2024-12-25,sz002778,3631414.0,6.94
2024-12-25,sz002572,3605345.0,2.54
2024-12-25,sh600273,3599672.0,2.23
2024-12-25,sz301261,3595072.0,1.85
2024-12-25,sz300943,3579853.0,8.73
2024-12-25,sz000537,3567984.0,3.67
2024-12-25,sh601061,3549760.0,7.18
2024-12-25,sz003816,3539147.0,0.59
2024-12-25,sz300440,3536518.0,2.26
2024-12-25,sz002159,3533743.0,5.64
2024-12-25,sz002952,3531386.0,2.13
2024-12-25,sh603818,3528675.0,5.03
2024-12-25,sz301206,3528300.0,5.19
2024-12-25,sh600768,3511262.0,6.34
2024-12-25,sz002687,3507105.0,7.74
2024-12-25,sz300949,3488972.0,2.43
2024-12-25,sh603041,3484013.0,18.83
2024-12-25,sh600612,3468886.0,1.49
2024-12-25,sh603809,3464817.0,1.71
2024-12-25,sz002864,3448157.0,1.69
2024-12-25,sz002136,3435698.0,9.76
2024-12-25,sh601808,3413233.0,3.64
2024-12-25,sz000813,3400288.0,1.4
2024-12-25,sz301128,3390899.0,2.2
2024-12-25,sz002977,3362970.0,7.98
2024-12-25,sh603939,3357279.0,2.66
2024-12-25,sz002294,3343601.0,3.08
2024-12-25,sh600774,3342882.0,5.75
2024-12-25,sh603167,3322887.0,3.3
2024-12-25,sh603324,3320617.0,4.15
2024-12-25,sz300033,3305856.0,0.09
2024-12-25,sh601009,3291423.0,0.42
2024-12-25,sz002706,3285282.0,2.97
2024-12-25,sz001328,3270434.0,5.93
2024-12-25,sz300203,3262102.0,2.66
2024-12-25,sz300975,3260774.0,1.03
2024-12-25,sz002968,3260689.0,9.1
2024-12-25,sh603389,3249008.0,3.12
2024-12-25,sz002598,3247226.0,4.06
2024-12-25,sh603050,3242384.0,7.41
2024-12-25,sz000963,3235125.0,1.64
